320i First Edition M Sport,2019,Benzin,Otomatik,62000,163,1597 cc,1080000
320d Techno Plus,2013,Dizel,Yarı Otomatik,117000,163,1995 cc,593320
320d xDrive Standart,2014,Dizel,Otomatik,194000,163,1995 cc,520000
318i Standart,2004,Benzin & LPG,Manuel,307000,163,1995 cc,162500
320i M Sport,2010,Benzin & LPG,Otomatik,10000,163,1900 cc,390000
316i M Sport,2015,Benzin,Yarı Otomatik,142000,163,1598 cc,545000
320i,2000,Benzin & LPG,Otomatik,263000,163,1991 cc,185000
320d Standart,2013,Dizel,Otomatik,190000,163,1995 cc,510000
320d xDrive Premium Line,2018,Dizel,Otomatik,145000,163,1995 cc,810000
318i Standart,2007,Benzin & LPG,Otomatik,270000,163,1995 cc,218000
320d Standart,2003,Dizel,Otomatik,340000,163,1995 cc,154000
318Ci,2002,Benzin & LPG,Otomatik,275000,163,1900 cc,170000
320i Cabrio,2011,Benzin,Otomatik,180000,163,1900 cc,679900
318d Prestige,2017,Dizel,Otomatik,220000,163,1995 cc,589000
318Ci,2005,Benzin,Otomatik,280000,163,1995 cc,220000
320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,86000,163,1598 cc,695000
320d Premium Line,2017,Dizel,Yarı Otomatik,142000,163,2001 - 2500 cm3,755750
316ti Compact,2003,Benzin & LPG,Manuel,300000,163,1596 cc,115000
320d Techno Plus,2014,Dizel,Yarı Otomatik,142000,163,1995 cc,558000
320i First Edition M Sport,2021,Benzin,Otomatik,40000,163,1597 cc,1289000
320i ED M Plus,2015,Benzin,Yarı Otomatik,140000,163,1598 cc,685000
320i ED Modern Line,2014,Benzin,Otomatik,190000,163,1598 cc,595000
320i,1994,Benzin,Manuel,268000,163,1991 cc,115000
320i,1994,Benzin,Manuel,407500,163,1991 cc,130000
316i Standart,2006,Benzin & LPG,Manuel,285000,163,1596 cc,210000
325i Standart,1988,Benzin,Manuel,80000,163,2750 cc,135000
318i Standart,2001,Benzin & LPG,Otomatik,362000,163,1995 cc,147000
320i ED M Plus,2014,Benzin,Yarı Otomatik,111000,163,1598 cc,542500
320d Edition Comfort,2012,Dizel,Otomatik,240400,163,1995 cc,499000
320i ED Sport Plus,2015,Benzin,Yarı Otomatik,85000,163,1598 cc,695000
320d Techno Plus,2015,Dizel,Yarı Otomatik,141180,163,1995 cc,685000
318is,1997,Benzin & LPG,Manuel,280000,163,1796 cc,137500
320d Sport Line,2015,Dizel,Yarı Otomatik,198000,163,1995 cc,619500
320i ED Sport Line,2013,Benzin,Yarı Otomatik,185000,163,1598 cc,472500
318d M Plus,2017,Dizel,Otomatik,87000,163,1995 cc,890000
318i Touring,1994,Benzin,Manuel,350000,163,1796 cc,215000
320d Edition Comfort,2012,Dizel,Otomatik,175000,163,1995 cc,465000
320d Edition M Sport,2018,Dizel,Otomatik,50164,163,1995 cc,975000
316i Standart,1995,Benzin & LPG,Manuel,308000,163,1596 cc,72950
320i ED Sport Line,2016,Benzin,Yarı Otomatik,90000,163,1598 cc,644500
318i M Joy Plus,2016,Benzin,Yarı Otomatik,130000,163,1499 cc,549500
320i ED Standart,2015,Benzin,Otomatik,90000,163,1598 cc,585000
320d Modern Line,2013,Dizel,Yarı Otomatik,259000,163,1995 cc,480000
325i Standart,1992,Benzin & LPG,Manuel,380000,163,2494 cc,95000
316i Standart,1997,Benzin & LPG,Manuel,197000,163,1596 cc,106000
320d Standart,2001,Dizel,Otomatik,295000,163,1995 cc,152000
316i Technology,2013,Benzin,Yarı Otomatik,191000,163,1598 cc,392500
320d Techno Plus,2012,Dizel,Yarı Otomatik,243000,163,1995 cc,410000
320d Standart,2010,Dizel,Otomatik,280000,163,1995 cc,305000
320i Cabrio,1994,Benzin & LPG,Manuel,378000,163,1991 cc,202000
320d Sport Line,2012,Dizel,Yarı Otomatik,188000,163,1995 cc,625000
320d Standart,2011,Dizel,Otomatik,212000,163,1995 cc,325000
320d M Sport,2010,Dizel,Otomatik,244000,163,1995 cc,335000
318i Premium Line,2018,Benzin,Otomatik,35500,163,1499 cc,712000
316i Standart,2010,Benzin,Otomatik,230000,163,1596 cc,286500
316i Standart,1996,Benzin & LPG,Manuel,217000,163,1596 cc,120000
318i M Joy Plus,2016,Benzin,Yarı Otomatik,115232,163,1499 cc,610000
320i First Edition M Sport,2021,Benzin,Otomatik,19000,163,1597 cc,1301000
320d Premium,2006,Dizel,Otomatik,425,163,1995 cc,216500
316i Premium,2009,Benzin & LPG,Manuel,339000,163,1597 cc,255000
318i Standart,2004,Benzin & LPG,Otomatik,367000,163,1700 cc,189500
316i Standart,2012,Benzin,Otomatik,218000,163,1598 cc,405000
316i Standart,2007,Benzin & LPG,Manuel,271000,163,1596 cc,228000
320d Premium,2006,Dizel,Otomatik,299250,163,1995 cc,252500
320d Comfort,2013,Dizel,Otomatik,192000,163,1900 cc,495000
316ti Compact,2002,Benzin,Manuel,156000,163,1596 cc,145000
330Ci,2004,Benzin & LPG,Otomatik,262000,163,2979 cc,415000
320i,1999,Benzin & LPG,Otomatik,328000,163,1991 cc,158000
320i ED Luxury Line Plus,2014,Benzin,Yarı Otomatik,77000,163,1598 cc,675000
320d Premium,2008,Dizel,Otomatik,240000,163,1995 cc,305300
316i Standart,1991,Benzin & LPG,Manuel,75000,163,1596 cc,48500
316i M Sport,2015,Benzin,Otomatik,129000,163,1900 cc,635750
320i,1992,Benzin & LPG,Manuel,271000,163,1991 cc,91000
320d xDrive Techno Plus,2016,Dizel,Yarı Otomatik,174000,163,1995 cc,688000
320i,1993,Benzin,Manuel,262476,163,1991 cc,135000
320i,2011,Benzin,Otomatik,135000,163,1995 cc,515000
320i ED Standart,2014,Benzin,Otomatik,249000,163,1598 cc,459000
320d Comfort,2012,Dizel,Yarı Otomatik,150000,163,1995 cc,520000
320d Premium,2008,Dizel,Yarı Otomatik,275000,163,1995 cc,308000
316i Standart,2006,Benzin,Manuel,200000,163,1596 cc,280000
316i Technology,2013,Benzin,Yarı Otomatik,160000,163,1598 cc,485000
320Ci,2001,Benzin & LPG,Otomatik,267000,163,1991 cc,225000
318i Prestige,2015,Benzin,Yarı Otomatik,99500,163,1499 cc,560000
320d Edition Comfort,2011,Dizel,Otomatik,118000,163,1995 cc,395000
320i First Edition M Sport,2019,Benzin,Otomatik,32000,163,1597 cc,1090000
320i ED M Plus,2014,Benzin,Yarı Otomatik,123000,163,1598 cc,595000
316i Modern Line,2013,Benzin,Yarı Otomatik,107000,163,1598 cc,483000
320d Technology,2015,Dizel,Yarı Otomatik,153000,163,1995 cc,650000
320i First Edition Sport Line,2021,Benzin,Otomatik,50,163,1597 cc,1228000
320i First Edition Sport Line,2021,Benzin,Otomatik,0,163,1597 cc,1225000
316i Standart,2011,Benzin,Otomatik,206000,163,1596 cc,283500
320d xDrive Standart,2013,Dizel,Otomatik,174000,163,1995 cc,557000
320d Sport Line,2012,Dizel,Yarı Otomatik,186000,163,1995 cc,620000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,110000,163,1598 cc,560000
325i Standart,1994,Benzin & LPG,Manuel,251000,163,2494 cc,139900
320d Standart,2010,Dizel,Otomatik,321000,163,1995 cc,297500
320d Edition Comfort,2012,Dizel,Otomatik,281000,163,1995 cc,340000
320i First Edition Sport Line,2021,Benzin,Otomatik,0,163,1597 cc,1225000
316i Standart,2011,Benzin,Otomatik,206000,163,1596 cc,283500
320d xDrive Standart,2013,Dizel,Otomatik,174000,163,1995 cc,557000
320d Sport Line,2012,Dizel,Yarı Otomatik,186000,163,1995 cc,620000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,110000,163,1598 cc,560000
325i Standart,1994,Benzin & LPG,Manuel,251000,163,2494 cc,139900
320d Standart,2010,Dizel,Otomatik,321000,163,1995 cc,297500
320d Edition Comfort,2012,Dizel,Otomatik,281000,163,1995 cc,340000
320i,2001,Benzin & LPG,Manuel,265000,163,2171 cc,175000
320i Sport Line,2021,Benzin,Yarı Otomatik,19771,113,1450 cc,1125000
320i First Edition M Sport,2022,Benzin,Otomatik,0,163,1597 cc,1360000
320i ED Edition,2015,Benzin,Otomatik,150000,163,1598 cc,592500
320i First Edition Sport Line,2020,Benzin,Otomatik,12500,163,1597 cc,1090000
320i ED Luxury Line Plus,2014,Benzin,Yarı Otomatik,103000,163,1598 cc,580000
320d Techno Plus,2014,Dizel,Yarı Otomatik,202000,163,1995 cc,415000
320i Cabrio,1994,Benzin & LPG,Manuel,315000,163,1991 cc,245000
320i First Edition Luxury Line,2021,Benzin,Otomatik,8400,163,1597 cc,1185000
320d Premium,2006,Dizel,Otomatik,343255,163,1995 cc,260000
318ti Compact,1997,Benzin & LPG,Manuel,303000,163,1895 cc,100000
320i First Edition M Sport,2022,Benzin,Otomatik,50,163,1597 cc,1359000
320d Premium,2012,Dizel,Yarı Otomatik,200000,163,1995 cc,400000
320i First Edition M Sport,2020,Benzin,Otomatik,46000,163,1597 cc,1125000
318i Standart,2007,Benzin,Otomatik,210000,163,1995 cc,267000
320d Techno Plus,2015,Dizel,Yarı Otomatik,134000,163,1995 cc,649950
318i Edition M Sport,2017,Benzin,Otomatik,68000,163,1499 cc,730000
316i Techno Plus,2015,Benzin,Otomatik,142500,163,1598 cc,535000
316i Standart,2008,Benzin & LPG,Manuel,245000,163,1597 cc,185000
316i Standart,2008,Benzin & LPG,Manuel,340000,163,1597 cc,215000
316i Technology,2012,Benzin,Yarı Otomatik,210000,163,1598 cc,470000
320d xDrive Modern Line,2013,Dizel,Otomatik,205000,163,1995 cc,590000
320i ED Luxury Line Plus,2016,Benzin,Yarı Otomatik,104000,163,1598 cc,665000
320i ED Standart,2015,Benzin,Otomatik,108000,163,1598 cc,587000
316i Premium,2009,Benzin,Manuel,104000,163,1597 cc,345000
320d M Sport,2007,Dizel,Otomatik,250000,163,1995 cc,345000
320i ED Standart,2016,Benzin,Otomatik,102000,163,1598 cc,579000
316i Techno Plus,2015,Benzin,Otomatik,61000,163,1598 cc,598000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,93000,163,1598 cc,748000
320i,2000,Benzin & LPG,Manuel,380000,163,1991 cc,160000
316i M Sport,2015,Benzin,Yarı Otomatik,164500,163,1598 cc,548500
320i,1994,Benzin & LPG,Manuel,197000,163,1991 cc,110999
320d Premium,2010,Dizel,Otomatik,233000,163,1995 cc,322000
316i M Sport,2012,Benzin,Otomatik,214000,113,1450 cc,432000
320d xDrive Comfort,2011,Dizel,Otomatik,207000,163,1995 cc,368750
318i Edition Sport Line,2017,Benzin,Otomatik,109000,163,1499 cc,603500
320d Comfort,2010,Dizel,Yarı Otomatik,170000,163,1995 cc,368000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,132000,163,1598 cc,450500
320i ED Sport Line,2016,Benzin,Yarı Otomatik,132000,163,1598 cc,450500
320i ED Sport Line,2016,Benzin,Yarı Otomatik,132000,163,1598 cc,450500
320i ED Standart,2014,Benzin,Otomatik,52250,163,1598 cc,650000
316i M Sport,2014,Benzin,Yarı Otomatik,205000,163,1598 cc,512000
320i Premium,2010,Benzin,Otomatik,126000,163,1900 cc,455000
320d Comfort,2012,Dizel,Yarı Otomatik,167000,163,1995 cc,335000
318Ci,2001,Benzin,Yarı Otomatik,250000,163,1700 cc,175000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,156000,163,1598 cc,550000
320i First Edition M Sport,2020,Benzin,Otomatik,18560,163,1597 cc,1225950
318i Edition M Sport,2018,Benzin,Otomatik,20000,163,1499 cc,825000
316i Techno Plus,2012,Benzin,Otomatik,127000,163,1598 cc,445000
320i ED Luxury Line,2016,Benzin,Otomatik,69000,163,1598 cc,675000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,61000,163,1598 cc,809750
320d Techno Plus,2013,Dizel,Yarı Otomatik,182000,163,1995 cc,520000
320d Techno Plus,2013,Dizel,Otomatik,225000,163,1900 cc,525000
320i ED Luxury Line Plus,2013,Benzin,Yarı Otomatik,215000,163,1900 cc,477750
320i First Edition M Sport,2022,Benzin,Otomatik,0,163,1597 cc,1395000
320i,2010,Benzin,Otomatik,112000,163,1995 cc,429500
320i ED Sport Line,2016,Benzin,Yarı Otomatik,94000,163,1598 cc,690000
320i ED M Plus,2014,Benzin,Yarı Otomatik,99900,163,1598 cc,621500
320d Premium,2011,Dizel,Otomatik,209000,163,1900 cc,374000
320i ED M Sport,2013,Benzin,Otomatik,160000,163,1700 cc,569000
320i ED Sport Line,2013,Benzin,Yarı Otomatik,147000,163,1598 cc,569000
316ti Compact,2002,Benzin & LPG,Manuel,285000,163,1596 cc,134500
320d Edition Comfort,2011,Dizel,Otomatik,255000,163,1995 cc,332500
320d Techno Plus,2014,Dizel,Yarı Otomatik,230000,163,1995 cc,494000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,99000,163,1598 cc,630000
316i Comfort,2012,Benzin,Otomatik,275000,163,1598 cc,371500
320i ED Standart,2013,Benzin,Otomatik,167000,163,1997 cc,394000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,70000,163,1598 cc,860000
320i ED Techno Plus,2014,Benzin,Otomatik,190000,163,1598 cc,477900
318i M Joy,2015,Benzin,Otomatik,112000,113,1450 cc,650000
320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,146000,163,1598 cc,673000
320d M Sport,2012,Dizel,Yarı Otomatik,208000,163,1995 cc,549000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,69964,163,1598 cc,718000
320i ED Sport Line,2013,Benzin,Yarı Otomatik,118000,163,1598 cc,560000
320d xDrive Edition M Sport,2018,Dizel,Otomatik,85000,163,1995 cc,1030000
320d M Sport,2014,Dizel,Otomatik,191000,163,1900 cc,625000
320d Comfort,2011,Dizel,Yarı Otomatik,220000,163,1995 cc,355000
316i M Sport,2013,Benzin,Yarı Otomatik,245000,163,1598 cc,397500
325i Standart,1990,Benzin,Manuel,313000,163,2494 cc,315000
320d xDrive Premium Line,2018,Dizel,Otomatik,53000,163,1995 cc,910000
320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,124000,163,1598 cc,670000
320d M Sport,2011,Dizel,Otomatik,167000,163,1995 cc,399000
320d Techno Plus,2016,Dizel,Yarı Otomatik,70000,163,1900 cc,826000
318i Sport Plus,2017,Benzin,Otomatik,100000,163,1499 cc,640000
318i Premium Line,2017,Benzin,Otomatik,67300,163,1499 cc,675000
316Ci,2004,Benzin,Manuel,155000,163,1596 cc,235000
320d xDrive GT Sport Line,2014,Dizel,Yarı Otomatik,133000,163,1995 cc,685000
320i ED M Plus,2016,Benzin,Yarı Otomatik,110000,163,1598 cc,725000
316i Luxury Line,2012,Benzin,Yarı Otomatik,128000,163,1598 cc,472000
316i Standart,1996,Benzin & LPG,Manuel,330000,163,1596 cc,98000
320i ED Techno Plus,2014,Benzin,Otomatik,195000,163,1598 cc,550000
316i Luxury Line,2013,Benzin,Yarı Otomatik,109000,163,1598 cc,470000
318i Edition M Sport,2018,Benzin,Otomatik,75552,163,1499 cc,735000
315,1984,Benzin,Manuel,240000,113,1450 cc,175000
320d Edition M Sport,2018,Dizel,Otomatik,120000,163,1995 cc,729950
316i Sport Line,2012,Benzin,Yarı Otomatik,79000,163,1598 cc,449750
320i First Edition Sport Line,2021,Benzin,Otomatik,16000,163,1597 cc,1159000
320i ED Sport Plus,2016,Benzin,Yarı Otomatik,106000,163,1598 cc,612000
320d M Sport,2012,Dizel,Otomatik,180000,163,1995 cc,455000
320i First Edition M Sport,2021,Benzin,Otomatik,3000,163,1700 cc,1325000
318i Premium Line,2018,Benzin,Otomatik,59000,163,1499 cc,629000
320i ED Sport Line,2013,Benzin,Yarı Otomatik,160,163,1598 cc,569000
316i M Sport,2014,Benzin,Yarı Otomatik,250000,163,1598 cc,560000
320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,229500,163,1598 cc,605000
320i ED Luxury M Plus,2013,Benzin,Otomatik,175000,163,1598 cc,473000
320i ED M Plus,2015,Benzin,Yarı Otomatik,142000,163,1598 cc,574500
316i M Sport,2015,Benzin,Yarı Otomatik,150000,163,1598 cc,548000
320d Techno Plus,2012,Dizel,Yarı Otomatik,248000,163,1995 cc,529000
320d M Sport,2012,Dizel,Yarı Otomatik,130000,163,1995 cc,805000
320i ED Luxury Line,2015,Benzin,Yarı Otomatik,181000,163,1598 cc,548000
316i Standart,2009,Benzin & LPG,Manuel,390000,163,1597 cc,208500
320d Techno Plus,2016,Dizel,Yarı Otomatik,137000,163,1995 cc,619000
320d Premium Line,2018,Dizel,Otomatik,48000,163,1995 cc,720000
320Ci,2003,Benzin & LPG,Otomatik,310000,163,2171 cc,307499
320d Premium,2008,Dizel,Otomatik,297000,163,1995 cc,262000
318i Standart,2004,Benzin & LPG,Otomatik,304000,163,1995 cc,195000
316i Standart,1994,Benzin & LPG,Manuel,335000,163,1596 cc,89950
318i Sport Plus,2017,Benzin,Otomatik,84000,163,1499 cc,675000
320d Technology,2012,Dizel,Yarı Otomatik,213000,163,1995 cc,439750
320d Sport Line,2012,Dizel,Yarı Otomatik,200000,163,1995 cc,472500
320i,2008,Benzin & LPG,Otomatik,308000,163,1995 cc,232750
320d Edition M Sport,2017,Dizel,Otomatik,128000,163,1995 cc,840000
316i Premium,2008,Benzin & LPG,Manuel,340000,163,1597 cc,255000
316i Comfort,2012,Benzin,Otomatik,118000,113,1450 cc,395000
316i Standart,1989,Benzin & LPG,Manuel,202800,163,1450 cc,105000
316i Premium,2008,Benzin & LPG,Manuel,228000,163,1597 cc,249000
320i ED Modern Line Plus,2014,Benzin,Otomatik,150000,163,1598 cc,560000
320i ED Sport Line,2015,Benzin,Yarı Otomatik,132000,163,1598 cc,487000
320d Edition Comfort,2012,Dizel,Otomatik,243000,163,1995 cc,335000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,128000,163,1598 cc,600000
320i ED Luxury M Plus,2016,Benzin,Otomatik,92500,163,1598 cc,635000
320d Techno Plus,2016,Dizel,Yarı Otomatik,175000,163,1995 cc,630000
320i First Edition M Sport,2022,Benzin,Otomatik,1230,163,1450 cc,1485000
320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,93000,163,1598 cc,749000
320i ED Modern Line,2013,Benzin,Otomatik,147000,163,1598 cc,525000
320d M Sport,2012,Dizel,Otomatik,260000,163,1995 cc,385000
316i Premium,2011,Benzin & LPG,Yarı Otomatik,179000,163,1450 cc,305000
316i Sport Line,2014,Benzin,Yarı Otomatik,119000,163,1598 cc,535000
320d M Sport,2012,Dizel,Otomatik,188000,163,1995 cc,435000
320i First Edition M Sport,2021,Benzin,Otomatik,6000,163,1597 cc,1287000
320d xDrive Standart,2014,Dizel,Otomatik,176000,163,1995 cc,540000
320i ED Edition,2016,Benzin,Otomatik,162000,163,1598 cc,695000
320i,1999,Benzin & LPG,Otomatik,290000,163,1991 cc,182000
320d M Sport,2011,Dizel,Otomatik,375000,163,1995 cc,375000
320d M Sport,2011,Dizel,Otomatik,230000,163,1995 cc,385000
320d Premium Line,2018,Dizel,Otomatik,38000,163,1995 cc,1050000
320i Cabrio,2010,Benzin,Yarı Otomatik,185250,163,1900 cc,750000
320d M Sport,2016,Dizel,Yarı Otomatik,94000,163,1995 cc,645000
320i ED Sport Line,2014,Benzin,Yarı Otomatik,190000,163,1598 cc,496000
320i First Edition M Sport,2021,Benzin,Otomatik,3000,163,1597 cc,1525000
320d Premium,2008,Dizel,Otomatik,291000,163,1995 cc,262500
318i Standart,1993,Benzin & LPG,Manuel,498000,163,1796 cc,76500
318i Prestige,2017,Benzin,Yarı Otomatik,103000,163,1499 cc,698500
320i ED Modern Line,2013,Benzin,Otomatik,85000,163,1598 cc,552500
320d Standart,2013,Dizel,Otomatik,202000,163,1995 cc,480000
320i,1994,Benzin & LPG,Otomatik,330000,163,1991 cc,101900
316i M Sport,2013,Benzin,Otomatik,77000,163,1450 cc,600000
318i Prestige,2017,Benzin,Yarı Otomatik,67000,163,1499 cc,684000
320i,1998,Benzin & LPG,Otomatik,302000,163,1991 cc,185000
316i Comfort,2011,Benzin,Otomatik,232000,163,1450 cc,268850
320d Prestige,2017,Dizel,Yarı Otomatik,85000,163,1995 cc,925000
320i First Edition M Sport,2022,Benzin,Otomatik,0,163,1597 cc,1375000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,65000,163,1598 cc,820000
316i Standart,1996,Benzin & LPG,Otomatik,420000,163,1596 cc,103500
318i Standart,2007,Benzin & LPG,Otomatik,258000,163,1995 cc,299000
320d xDrive GT Sport Line,2014,Dizel,Otomatik,159000,163,1900 cc,645000
320d Premium,2008,Dizel,Otomatik,145000,163,1995 cc,365000
320d Edition M Sport,2018,Dizel,Otomatik,33000,163,1995 cc,925000
320i First Edition M Sport,2019,Benzin,Otomatik,9000,163,1597 cc,1100000
316i M Sport,2013,Benzin,Yarı Otomatik,115000,163,1598 cc,590000
320i,2008,Benzin,Otomatik,237000,163,1995 cc,296000
320i ED M Plus,2015,Benzin,Yarı Otomatik,137300,163,1598 cc,565000
316i Sport Line,2012,Benzin,Yarı Otomatik,158000,163,1598 cc,485000
320i ED Luxury Line Plus,2014,Benzin,Yarı Otomatik,98000,163,1598 cc,610000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,118000,163,1598 cc,715000
320i,2012,Benzin,Otomatik,225000,163,1997 cc,435000
320d xDrive Premium,2014,Dizel,Yarı Otomatik,298000,163,1995 cc,480000
318d M Plus,2017,Dizel,Otomatik,147000,163,1995 cc,685000
320i Executive M Sport,2021,Benzin,Yarı Otomatik,0,163,1450 cc,1375000
316i Luxury Line,2013,Benzin,Yarı Otomatik,140000,163,1598 cc,548000
316i Sport Line,2012,Benzin,Yarı Otomatik,191900,163,1598 cc,430000
316i Standart,2005,Benzin,Manuel,147000,163,1596 cc,201750
320i ED Techno Plus,2013,Benzin,Otomatik,79000,163,1598 cc,515000
320d Edition Comfort,2011,Dizel,Otomatik,268000,163,1995 cc,330000
320d Technology,2013,Dizel,Yarı Otomatik,154000,163,1995 cc,509000
320d M Sport,2013,Dizel,Yarı Otomatik,195500,163,1995 cc,635000
320d Sport Line,2012,Dizel,Yarı Otomatik,209000,163,1995 cc,475000
318i Edition M Sport,2018,Benzin,Otomatik,28169,163,1450 cc,699750
320i Cabrio,2009,Benzin,Otomatik,99000,163,1995 cc,670000
318i Standart,2001,Benzin & LPG,Manuel,399000,163,1895 cc,155000
320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,162000,163,1598 cc,635000
328i,1997,Benzin,Manuel,185000,163,2793 cc,400000
316i M Sport,2012,Benzin & LPG,Otomatik,130760,163,1596 cc,408750
320d Premium,2005,Dizel,Otomatik,278944,163,1995 cc,207500
320i,1999,Benzin & LPG,Otomatik,230000,163,1991 cc,159999
318Ci,2001,Benzin & LPG,Manuel,230000,163,1895 cc,185000
320i First Edition Luxury Line,2019,Benzin,Otomatik,53969,163,1597 cc,1019000
320i ED Sport Line,2014,Benzin,Yarı Otomatik,119000,163,1598 cc,632900
320i First Edition Luxury Line,2019,Benzin,Otomatik,52000,163,1597 cc,1059000
316i Standart,1997,Benzin & LPG,Manuel,327000,163,1596 cc,85500
320d Standart,2014,Dizel,Otomatik,252000,163,1995 cc,460000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,99850,163,1598 cc,677000
320i ED Techno Plus,2014,Benzin,Yarı Otomatik,141000,163,1700 cc,505000
320i,1996,Benzin & LPG,Manuel,333000,163,1991 cc,100000
320i ED Sport Line,2015,Benzin,Yarı Otomatik,101000,163,1598 cc,638000
320d Modern Line,2012,Dizel,Yarı Otomatik,170000,163,1995 cc,500000
316i Premium,2009,Benzin & LPG,Manuel,299999,163,1597 cc,298000
320i,1999,Benzin & LPG,Otomatik,320000,163,1991 cc,182000
316i M Sport,2013,Benzin,Yarı Otomatik,157500,163,1598 cc,605000
320d Standart,2010,Dizel,Otomatik,111300,163,1995 cc,298000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,150000,163,1598 cc,585000
316i Comfort,2012,Benzin,Otomatik,97000,163,1598 cc,523000
316i Comfort,2012,Benzin,Otomatik,134000,163,1598 cc,375000
318i M Joy Plus,2015,Benzin,Yarı Otomatik,122000,163,1499 cc,535000
320d Premium,2006,Dizel,Otomatik,329000,163,1995 cc,209000
318i Standart,2016,Benzin,Otomatik,160000,163,1499 cc,475000
320d M Sport,2010,Dizel,Yarı Otomatik,227000,163,1995 cc,270000
320i ED Sport Line,2014,Benzin,Yarı Otomatik,145000,163,1598 cc,580000
318i M Joy,2015,Benzin,Otomatik,81000,163,3250 cc,634500
318i Standart,2007,Benzin & LPG,Otomatik,257000,163,1995 cc,230000
320i ED Modern Line,2014,Benzin,Otomatik,141000,163,1598 cc,525000
320i ED Luxury Line,2016,Benzin,Yarı Otomatik,138000,163,1598 cc,649900
320i ED Sport Plus,2016,Benzin,Yarı Otomatik,122500,163,1598 cc,650000
320i,1990,Benzin & LPG,Manuel,180000,163,1991 cc,107000
320i Premium,2006,Benzin & LPG,Otomatik,269000,163,1995 cc,257000
328i,1993,Benzin & LPG,Manuel,278000,163,2750 cc,110000
320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik,72500,163,1598 cc,850000
320d Standart,2012,Dizel,Otomatik,260000,163,1995 cc,442000
320d Standart,2014,Dizel,Otomatik,203000,163,1995 cc,650000
320d Standart,2011,Dizel,Otomatik,209000,163,1995 cc,310000
318i M Joy,2015,Benzin,Yarı Otomatik,100000,163,1499 cc,597500
320i First Edition M Sport,2019,Benzin,Otomatik,32000,163,1597 cc,1125000
316i M Sport,2014,Benzin,Yarı Otomatik,182000,163,1598 cc,450000
316i Technology,2014,Benzin,Otomatik,96000,163,4750 cc,650000
318i Standart,1990,Benzin & LPG,Manuel,329000,163,1796 cc,64500
316i M Sport,2014,Benzin,Yarı Otomatik,148000,163,1598 cc,522000
318i Standart,2001,Benzin & LPG,Otomatik,325000,163,1995 cc,158000
318i Standart,1996,Benzin & LPG,Manuel,325000,163,1796 cc,90000
316i Sport,2013,Benzin,Yarı Otomatik,146000,163,1700 cc,450000
320i ED Sport Line,2015,Benzin,Yarı Otomatik,128000,163,1598 cc,685000
316i Comfort,2011,Benzin,Yarı Otomatik,111000,163,1596 cc,440000
325i Standart,2003,Benzin & LPG,Manuel,320000,163,2494 cc,258000
320d Sport Line,2012,Dizel,Yarı Otomatik,213000,163,1995 cc,700000
320d Edition Comfort,2012,Dizel,Otomatik,245000,163,1995 cc,385000
320i ED Luxury M Plus,2015,Benzin,Otomatik,122000,163,1598 cc,545000
320d Techno Plus,2013,Dizel,Yarı Otomatik,211000,163,1995 cc,489500
316i Techno Plus,2013,Benzin,Otomatik,125000,163,1598 cc,477000
320i,1996,Benzin & LPG,Manuel,350000,163,1991 cc,158000
318i M Joy Plus,2016,Benzin,Yarı Otomatik,76572,163,1499 cc,679900
320i ED M Sport,2014,Benzin,Yarı Otomatik,120000,163,1450 cc,527000
320i First Edition M Sport,2020,Benzin,Otomatik,17000,163,1597 cc,1210000
318i Standart,2004,Benzin & LPG,Otomatik,217500,163,1995 cc,222500
320d xDrive Luxury Line,2014,Dizel,Yarı Otomatik,90000,163,1995 cc,680000
316ti Compact,2003,Benzin,Manuel,365000,163,1596 cc,127500
316i Standart,1989,Benzin,Manuel,144000,163,2750 cc,149750
320i,2009,Benzin,Otomatik,213,163,1995 cc,407500
320d Modern Line,2012,Dizel,Yarı Otomatik,241000,163,1995 cc,420000
316i M Sport,2015,Benzin,Yarı Otomatik,114000,163,1598 cc,589500
320d Sport Line,2013,Dizel,Yarı Otomatik,202000,163,1995 cc,565000
320i ED Sport Line,2016,Benzin,Yarı Otomatik,62000,163,1598 cc,695000
316i Exclusive,2010,Benzin & LPG,Manuel,190000,163,1597 cc,325000
